"daa_id","name","address","postal_address","phone","fax","website","email","officer","facilities","access","focus","quantity","enquiries","notes","holdings","guides","references","see_also","last_updated","n_id","public","state"
"568","State Records New South Wales, Wollongong Repository","The Library, University of Wollongong, Northfields Avenue, Wollongong 2522
","As above
","(02) 4221-3543","(02) 4221-4663",,,,"Mon-Fri 9am-4pm.
",,"The holdings in Wollongong are the records of the Illawarra Regional Development Committee dating from 1945.
",,,,,"<ul>
	 
	<li>Concise Guide to the State Archives, 2nd ed. (http://www.records.nsw.gov.au/cguide.htm)</li> 
</ul>
",,"<ul>
	 
	<li><a href=""/24.htm"">State Records New South Wales</a></li> 
	<li><a href=""/467.htm"">State Records New South Wales - Western Sydney Records Centre</a></li> 
	<li><a href=""/478.htm"">State Records New South Wales - Armidale Repository</a></li> 
	<li><a href=""/479.htm"">State Records New South Wales - Broken Hill Repository</a></li> 
	<li><a href=""/480.htm"">State Records New South Wales - Newcastle Repository (1)</a></li> 
	<li><a href=""/481.htm"">State Records New South Wales - Newcastle Repository (2)</a></li> 
	<li><a href=""/482.htm"">State Records New South Wales - Wagga Wagga Repository</a></li> 
</ul>
","2010-10-11","1125","1","NSW"
"569","Pacific Research Archives","Building 2 (R G Menzies Building), Fellows Road, Australian National University, Canberra ACT 0200
","As above
","(02) 6125 2219","(02) 6125 0140 ","http://pacificarchives.anu.edu.au","pacificarchives@anu.edu.au","Pacific Archivist","Open Mon-Fri 9 am-5 pm. Closed weekends, public holidays and between Christmas and New Year.  Please contact the Archives (by mail, email or telephone) before visiting. General reference assistance available. Copying service available.
","An access agreement must be signed by all researchers.
","The Pacific Research Archives collects, preserves and provides access to unpublished and published research material from and about the Pacific Islands. Its holdings are drawn from the collections of the Noel Butlin Archives Centre and the Australian National University Archives. They include records of companies and unions which operated in the Pacific, administrators, economists, linguists, historians and geographers. A major component of the archives are papers of academic staff of the Research School of Pacific Studies at the Australian National University who undertook research in Papua New Guinea and other Pacific countries.
",,,,"<div align=""left"">
<ul>
	<li>Records of Burns Philp and Company Limited and CSR Limited</li>
	<li>Records of the South Pacific and Oceanic Council of Trade Unions and the Australian Council of Trade Unions relating to Pacific issues</li>
	<li>Papers of historian Professor Jim Davidson, linguists Professor Stephen Wurm and Dr Tom Dutton, and geographer Professor Gerard Ward</li>
</ul>
</div>
","List of Holdings: A summary list of major collections, updated regularly, is available on web page at <a href=""http://pacificarchives.anu.edu.au/findingaids/"">http://pacificarchives.anu.edu.au/findingaids/</a>. 
Finding aids are available in-house. Some form of detailed listing (item level) is available for 99% of the collection. Most finding aids are available free of charge via mail or email. 
",,,"2010-10-11","2424","1","ACT"
"570","Northern Territory Archives Service","58 Hartley St, Minerals House, Alice Springs, NT, 0871","PO Box 8225, Alice Springs, NT, 0871","08 895 15669","08 895 15232",,,,,,,,,"There is also a branch in Darwin.",,,,,"2010-10-11","1184","1","NT"
"571","Christ Church Grammar School",,"<p>
Queenslea Drive,<br />
Claremont WA 6010 
</p>
","(08) 9442 1532","(08) 9442 1690",,"ffrench@ccgs.wa.edu.au","Archivist","<p>
Open Mon-Thurs 9am-5pm. General reference assistance and photocopying available. 
</p>
","<p>
Advance notice should be given for a visit to the archive with an indication of the purpose of the research. Proof of identity is required. Access to records not normally available for research can be gained with written permission from the Headmaster. 
</p>
","<p>
The records of Christ Church Grammar School and its associated bodies. 
</p>
","285m (in-house)",,,,,,,"2010-10-11","2211","1","WA"
"572","Australian Rugby Union Archives","29-57 Christie Street, St Leonards, New South Wales, 2065
","as above 
","02 8005 5555",,"www.rugby.com.au","archives@rugby.com.au","Archivist and Records Manager","Monday to Thursday 9 – 5. Visits by appointment, preferable Monday or Tuesday. Mail, telephone and e-mails assistance available. There is no copying service. Rugby library available for research (no borrowing).","Corporate records are closed to external researchers. At the discretion of the Archivist and Executive exceptions can be made.
","Australian Rugby Union (corporate and players) and NSW Rugby Union (corporate and players) – includes paper based records, museum items, memorabilia, publications.
","About 250 linear shelf metres, plus a library of about 2,000 books","Archivist and Records Manager",,"<ul>
	<li>
	NSW Rugby Union, 1880 to present
	</li>
	<li>
	Australian Rugby Union, 1946 to present
	</li>
	<li>
	Various Rugby Players, 1880s to present 
	</li>
</ul>
",,,,"2010-10-11","2421","1","NSW"
"573","Christian Brothers - Kelty Archives","126 The Avenue, Parkville, Victoria, 3052
","PO Box 851, Parkville, Victoria, 3052
","03 8359 0154","03 8359 0137",,"jpohalloran@edmundrice.org","Archivist","Open by appointment only.
",,"Internal documents related to the operations of St Patrick's Province (Victoria, Tasmania) from 1953 to 2007. Some student records, school registers, documents and photographs associated with the schools the Brothers have vacated.
","230m (100% in-house)",,,"<ul>
	<li>Brothers' Communities documents</li>
	<li>Correspondence of the Province Leadership Team</li>
	<li>Province Newsletters</li>
	<li>Certain records of schools Brothers have vacated</li>
	<li>Various books including school histories, Brothers' theses and written works of the Brothers</li>
</ul>
",,,,"2010-10-11","2422","1","VIC"
"574","Parramatta Heritage & Visitor Information Centre","346A Church St Parramatta NSW 
","PO Box 32 Parramatta NSW 2124 
","(02) 8839 3311 ","(02) 8839 3301",,,"Archivist","<p>
Open by appointment during office hours. Enquiry service. 
</p>
<p>
&#160;
</p>
","Minimum 16 years of age. Advance notice of visit and area of interest required. 
","In-house (main archive) - Council business records from inception in 1861 until the present. Collecting - there is also a Community Archive containing records of past organisations from the Parramatta area. 
",,"Archives Staff ",,"Council Minute Books; Rate and Valuation Books; Correspondence Registers ",,"Jervis, James The Cradle City Of Australia: A History of Parramatta 1788-1961.Parramatta City Council, Parramatta 1961

Kass, Terry; Liston, Carol; McClymont, John Parramatta: A Past Revealed. Parramatta City Council, Parramatta 1996. 
",,"2010-10-11","2453","1","NSW"
"575","Australian Credit Union Archives","59 Buckingham Street, SURRY HILLS NSW 2010 
","PO Box 1985, STRAWBERRY HILLS NSW 2012
","(02) 9319 2850","(02) 9319 2849","www.mycuhistory.com.au","enquiries@mycuhistory.com.au","Lyn Milton, Archivist  ","10am – 4pm Tuesday – Thursday.<span>  </span>Photocopying, scanning, video; microfilm reader; facilities for using laptop computers;<span>  </span>researcher photography available for appropriate records
","Readers are requested to make an appointment
","The collection contains the administrative records of organisations within the credit union industry, the archival records individual credit unions, and personal papers of some prominent individuals in the credit union movement.
","500m","enquiries@mycuhistory.com.au",,"Any or all of these records many be held for any credit union – Board and Committee Minutes; correspondence; newsletters; annual reports; publications; histories; photographs of events and personalities. 
","Collection database available in-house.<span>  </span>Printed lists of histories of individual credit unions and of annual reports held in the collection, both published in 2004 are available on request [Although substantial quantities have been added to our collection since these were published.].
","McNamara, T ‘Working together – the challenge for professional and not-for-profit organisations’. Australian Society of Archivists Inc Conference 2005
",,"2010-10-11","2607","1","NSW"
"576","Sydney Water & Sydney Catchment Authority Historical Research & Archives Facility","16 A Wentworth Street, CROYDON PARK NSW 2124 
","<p>
PO Box 399, PARRAMATTA NSW 2124 
</p>
","02 9799 9501","02 9799 8201",,"vera.jeffery@sydneywater.com.au","Vera Jeffery","Open Monday to Friday (except Public Holidays) Appointment Only - General Reference assistanc available - Copying services available 
","Access is restricted to some material. Written advance notice of visits and area of interest is required prior to visiting the archive.  Vists ar limited to 3 hours on any given day. 
","The Archivs is responsible for manging material realting to Sydny Water and all of its predeccorss agencies, its staff, functions, practices and phtographic collection. 
","400m","Archivists","Archival material held in the Facility includes an extensive photographic and negative collection dating back to the BWS and S (1880) some plans, reports standing orders and instructions, books, journals, films and video tape, board minutes, etc. pertaining to Sydney Water, Sydney Catchment Authiority (SCA) and their predecessors: Board of Water Supply and Sewerage (BWSS); Metropoliton Board of Water Supply and Sewerage (MBWS and S); Metropolitan Water, Sewerage and Drainage Board (MWS and DB); Water Board; Sydney Water Corporation (SWC); Sydney Water 
","<ul>
	<li>Historical Photographs (1888-1960)</li>
	<li>Negative Collections (1888-1988)</li>
	<li>Minutes (1888-1988)</li>
	<li>Early Staff Lists (1888-1985)</li>
	<li>Historical Information Files (1788-1960)</li>
</ul>
",,"<p>
Margo Beasley: The Sweat of Their Brows - 100 years of the Sydney Wate Board 1888-1988 
</p>
<p>
W.V. Aird: The Water Supply, Sewerage &amp; Drainage of Sydney 
</p>
<p>
F.J.J. Henry: The Water Supply &amp; Sewerage of Sydney 
</p>
",,"2010-10-11","2669","1","NSW"
"577","Christian Brothers, Oceania Support Centre – NSW and ACT","<p>
2 Thames Street, Balmain, NSW 2041 
</p>
","<span style=""font-family: 'Times New Roman','serif'; font-size: 11pt"">PO Box 154, Balmain, NSW, 2041</span> 
","02 9810 3922","02 9810 3033",,"WDObbens@edmundrice.org","Archivist","<span style=""font-family: 'Times New Roman','serif'; font-size: 11pt"">Open by appointment</span> 
","<span style=""font-family: 'Times New Roman','serif'; font-size: 11pt"">Varies according to series and needs of researcher. Please contact the archivist. Proof of identity may be required.</span> 
","<span style=""font-family: 'Times New Roman','serif'; font-size: 11pt"">Internal documents related to the operation of the Christian Brothers in Australasian Province from the 1880’s. Also records that relate to the former St Mary’s Province New South Wales 1953-2007.</span> 
","850m (100% in house)","Brother Dominic Obbens",,"<ul style=""margin-top: 0cm"">
	<li class=""MsoNormal"" style=""margin: 6pt 0cm""><span style=""font-family: Times New Roman; font-size: small"">Brothers’ Communities documents</span></li>
	<li class=""MsoNormal"" style=""margin: 6pt 0cm""><span style=""font-family: Times New Roman; font-size: small"">Correspondence of the Provincial Leader and his Council</span></li>
	<li class=""MsoNormal"" style=""margin: 6pt 0cm""><span style=""font-family: Times New Roman; font-size: small"">Province Chapters</span></li>
	<li class=""MsoNormal"" style=""margin: 6pt 0cm""><span style=""font-family: Times New Roman; font-size: small"">Photographs and plans</span></li>
	<li class=""MsoNormal"" style=""margin: 6pt 0cm""><span style=""font-family: Times New Roman; font-size: small"">Christian Brothers textbooks and publications</span></li>
</ul>
",,,"<p style=""margin: 6pt 0cm"" class=""MsoNormal"">
<span style=""font-family: Times New Roman; font-size: small"">Christian Brothers – St Francis Xavier Province</span> 
</p>
<p style=""margin: 6pt 0cm"" class=""MsoNormal"">
<span style=""font-family: Times New Roman; font-size: small"">Christian Brothers – Holy Spirit Province</span> 
</p>
<span style=""font-family: 'Times New Roman','serif'; font-size: 11pt"">Christian Brothers – Kelty Archives</span> 
","2010-10-11","2639","1","NSW"
"578","RACV Heritage Collection","550 Princes Highway, Noble Park North, VIC 3174","As above","03 9790 3043","03 9790 2878","http://www.racv.com.au/wps/wcm/connect/Internet/Primary/about+RACV/RACV+history/heritage+collection ","helen_stitt@racv.com.au","Helen Stitt
Heritage Collection Curator
www.racv.com.au","Helen Stitt works 3 days a week, so please contact her to make an appointment.","The RACV Heritage Collection is accessible to researchers by appointment and collection items are available for loan.","The collection policy is focused on acquiring items relating to the history of the RACV and to the history of motoring and mobility issues in Victoria since 1903.","40 metres","Helen Stitt
Heritage Collection Curator",,"Important holdings include extensive archives on Foundation members of the ACV (RACV from 1916), early activities of the Club and early minute books. The Collection includes photograph albums of the inaugural Dunlop Reliability Contest of 1905 and the 1922 RACV 1000 Miles Alpine Contest. The oldest vehicle in our Heritage Fleet is a two-seater roadster produced in 1906 by the Tarrant Motor Company, Melbourne. ","None published.","None published.","N/A","2011-03-10",NULL,"1","VIC"
